"COD_CEP";"LIB_CEP";"COU_CEP";"DAT_DER_MAJ";"COD_CATCEP";"COD_CEP_P";"INDIC_EXPCEP";"COD_TYPDEST_CEP"
"3042";"RABIGATO B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3044";"REFETE T";"2";"10/04/2002";"G";"";"O";"CUVE"
"3045";"SAPERAVI N";"2";"11/03/2005 14:12:06";"G";"";"O";"CUVE"
"3046";"SEARA NOVA B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3047";"TINTA FRANCISCA N";"2";"14/11/2005 14:53:32";"G";"";"O";"CUVE"
"3048";"TINTA CAIADA N";"2";"01/07/2003 12:01:30";"G";"";"O";"CUVE"
"3049";"TINTO CAO T";"2";"10/04/2002";"G";"";"O";"CUVE"
"3050";"TINTO DE TORO N";"2";"01/07/2003 12:01:30";"G";"";"O";"CUVE"
"3051";"TINTA MIUDA N";"2";"14/11/2005 14:53:32";"G";"";"O";"CUVE"
"3052";"TRINCAD. DAS P. B";"1";"26/06/2002 11:20:57";"G";"";"O";"CUVE"
"3054";"VITAL B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3056";"VERDELHO DO DAO B";"1";"01/07/2003 12:01:30";"G";"";"O";"CUVE"
"3058";"TRAJADURA B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3060";"UVA RARA N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3062";"REGENT N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3063";"REGNER B";"2";"10/04/2002";"G";"";"O";"CUVE"
"3064";"REICHENSTEINER B";"1";"03/02/2004 14:56:06";"G";"";"O";"CUVE"
"3065";"PHOENIX B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3070";"CROATINA N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3074";"FETEASCA ALBA B ";"";"05/02/2009 15:50:45";"G";"";"";"CUVE"
"3075";"FETEASCA NEAGRA";"";"22/09/2008 12:02:49";"G";"";"";""
"3077";"TAMIIOASA ROMANEAS";"";"22/09/2009 14:54:07";"G";"";"";"CUVE"
"3080";"HUMAGNE B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3081";"HUMAGNE R";"2";"10/04/2002";"G";"";"O";"CUVE"
"3082";"GAMARET N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3083";"GARANOIR N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3084";"DIOLINOIR N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3085";"AMIGNE B";"1";"10/04/2002";"G";"";"O";"CUVE"
"3090";"CORNALLIN N";"2";"10/04/2002";"G";"";"O";"CUVE"
"3091";"MALV. CANDIA ARO.";"1";"01/08/2006 16:33:25";"G";"";"O";"CUVE"
"3092";"MALVASIA FINA B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3093";"RABO DE OVELHA B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3094";"ANTAO VAZ B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3095";"TRINCADEIRA T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3096";"VINHAO T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3097";"SOUSAO T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3098";"CALLET T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3099";"TEROLDEGO N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3100";"CORVINA VERONESE N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3101";"CORVINONE VERONESE";"";"23/08/2004 15:59:10";"";"";"O";""
"3102";"MANTO NEGRO T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3103";"PENSAL BLANCA B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3104";"PRIETO PICUDO B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3105";"DUNKELFELDER N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3106";"MORETO T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3107";"TROLLINGER N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3108";"CALABRESE NERO N ";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3109";"NEGRO AMARO N";"2";"09/09/2004 15:00:37";"G";"";"O";"CUVE"
"3110";"MONTEPULCIANO N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3112";"AGLIANICO N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3113";"ROSSESE N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3115";"TREBBIANO TOSC. B";"";"26/03/2009 16:29:10";"G";"";"";""
"3116";"VERNACCIA NERA N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3117";"GARGANEGA B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3118";"TREBBIANO GIALLO B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3119";"GRECHETTO B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3120";"COLORINO N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3121";"BOBAL T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3122";"JAEN TINTO T";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3123";"PARDINA B";"1";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3124";"CESANESE AFFILE N";"2";"23/08/2004 15:59:10";"G";"";"O";"CUVE"
"3125";"MENCIA N";"2";"07/07/2005 15:41:34";"G";"";"O";"CUVE"
"3126";"DONA BLANCA B";"1";"07/07/2005 15:41:34";"G";"";"O";"CUVE"
"3127";"GODELLO B";"1";"07/07/2005 15:41:34";"G";"";"O";"CUVE"
"3128";"TREPAT N";"2";"27/10/2005 08:29:36";"G";"";"O";"CUVE"
"3129";"SAINT LAURENT N";"2";"27/10/2005 08:29:36";"G";"";"O";"CUVE"
"3130";"MORENILLO N";"2";"17/11/2005 08:08:17";"G";"";"O";"CUVE"
"3131";"MORASTEL N";"2";"10/10/2006 09:37:54";"G";"";"O";"CUVE"
"3132";"BASTARDO";"2";"17/10/2006 11:21:47";"G";"";"O";"CUVE"
"3133";"GRACIANO";"2";"17/10/2006 11:22:06";"G";"";"O";"CUVE"
"3134";"PAIEN JAUNE";"1";"17/10/2006 11:23:02";"G";"";"O";"CUVE"
"3135";"PALIERI";"2";"17/10/2006 11:23:02";"G";"";"O";"TABLE"
"3200";"VICTORIA B";"1";"17/11/2005 09:32:46";"G";"";"O";"CUVE"
"5000";"HYBRID.DIV.CUVE";"6";"";"G";"";"N";"CUVE"
"5001";"ALICANTE TERR.20 N";"2";"";"G";"";"N";"CUVE"
"5003";"AUXERROIS RUPES.N";"2";"";"G";"";"N";"CUVE"
"5007";"BLACK DEFIANCE N";"2";"";"G";"";"N";"CUVE"
"5010";"HYBRID.CUVE B";"1";"";"G";"";"N";"CUVE"
"5011";"BOGNI 15 B";"1";"";"G";"";"N";"CUVE"
"5015";"CHAMBAUDIERE 442 N";"2";"";"G";"";"N";"CUVE"
"5017";"CONCORD N";"2";"";"G";"";"N";"CUVE"
"5020";"HYBRID.CUVE N";"2";"";"G";"";"N";"CUVE"
"5021";"CUNNINGHAM RS";"3";"";"G";"";"N";"CUVE"
"5027";"EXCELSIOR GUILLY B";"1";"";"G";"";"N";"CUVE"
"5031";"FAUCONNEAU 1 N";"2";"";"G";"";"N";"CUVE"
"5033";"HUMBERT CHAPON 3 N";"2";"";"G";"";"N";"CUVE"
"5035";"HYBRIDE BOIZIAU N";"2";"";"G";"";"N";"CUVE"
"5041";"JOUSSELY 2 N";"2";"";"G";"";"N";"CUVE"
"5045";"PERBOS 48 B";"1";"";"G";"";"N";"CUVE"
"5047";"3 RUDELIN B";"1";"";"G";"";"N";"CUVE"
"5053";"YORK MADEIRA N";"2";"";"G";"";"N";"CUVE"
"5055";"FONTAN N";"2";"";"G";"";"N";"CUVE"
"5061";"TAYLOR N";"2";"";"G";"";"N";"CUVE"
"5065";"CANADA N";"2";"";"G";"";"N";"CUVE"
"5067";"SENASQUA N";"2";"";"G";"";"N";"CUVE"
"5073";"ELVIRA B";"1";"";"G";"";"N";"CUVE"
"5075";"DUCHESS B";"1";"";"G";"";"N";"CUVE"
"5080";"CHEVALLIER DIV.";"6";"";"G";"";"N";"CUVE"
"5093";"PRESIDENT CARNOT B";"1";"";"G";"";"N";"CUVE"
"5100";"JURIE DIVERS";"6";"";"G";"";"N";"CUVE"
"5115";"GAULOIS N";"2";"";"G";"";"N";"CUVE"
"5117";"CYNTHIANA N";"2";"";"G";"";"N";"CUVE"
"5125";"CHENIVESSE N";"2";"";"G";"";"N";"CUVE"
"5999";"DIV. CUVE ETRANG.";"";"26/06/2002 11:20:57";"G";"";"";"CUVE"
"6000";"BACO DIVERS";"6";"";"G";"";"N";"CUVE"
"6001";"BACO NOIR N";"2";"";"G";"";"N";"CUVE"
"6003";"BACO DIVERS N";"2";"";"G";"";"N";"CUVE"
"6005";"BACO BLANC B";"1";"";"G";"";"N";"CUVE"
"6010";"BACO DIVERS B";"1";"";"G";"";"N";"CUVE"
"6020";"BERTIL.SEYVE D.";"6";"";"G";"";"N";"CUVE"
"6025";"BERTIL.SEYVE D.B";"1";"";"G";"";"N";"CUVE"
"6030";"BERTIL.SEYVE D.N";"2";"";"G";"";"N";"CUVE"
"6040";"BURDIN DIVERS";"6";"";"G";"";"N";"CUVE"
"6045";"BURDIN DIVERS B";"1";"";"G";"";"N";"CUVE"
"6050";"BURDIN DIVERS N";"2";"";"G";"";"N";"CUVE"
"6071";"FLORENTAL N";"2";"";"G";"";"N";"CUVE"
"6080";"CASTEL DIVERS";"6";"";"G";"";"N";"CUVE"
"6085";"CASTEL DIVERS B";"1";"";"G";"";"N";"CUVE"
"6090";"CASTEL DIVERS N";"2";"";"G";"";"N";"CUVE"
"6100";"COUDERC DIVERS";"6";"";"G";"";"N";"CUVE"
"6110";"COUDERC DIV.B";"1";"";"G";"";"N";"CUVE"
"6120";"COUDERC DIV.N";"2";"";"G";"";"N";"CUVE"
"6131";"COUDERC N";"2";"";"G";"";"N";"CUVE"
"6140";"GAILLARD DIVERS";"6";"";"G";"";"N";"CUVE"
"6145";"GAILLARD DIV.B";"1";"";"G";"";"N";"CUVE"
"6150";"GAILLARD DIV.N";"2";"";"G";"";"N";"CUVE"
"6160";"GALI.COULON DIV.";"6";"";"G";"";"N";"CUVE"
"6165";"GALI.COULON D. B";"1";"";"G";"";"N";"CUVE"
"6170";"GALI.COULON D. N";"2";"";"G";"";"N";"CUVE"
"6200";"JOHAN.SEYVE DIV.";"6";"";"G";"";"N";"CUVE"
"6205";"JOHAN.SEYVE D. B";"1";"";"G";"";"N";"CUVE"
"6210";"JOHAN.SEYVE D. N";"2";"";"G";"";"N";"CUVE"
"6215";"CHAMBOURCIN N";"2";"";"G";"";"N";"CUVE"
"6220";"KUHLMANN DIVERS";"6";"";"G";"";"N";"CUVE"
"6225";"KUHLMANN DIV. B";"1";"";"G";"";"N";"CUVE"
"6227";"MARECHAL FOCH N";"2";"";"G";"";"N";"CUVE"
"6230";"KUHLMANN DIV. N";"2";"";"G";"";"N";"CUVE"
"6233";"LEON MILLOT N";"2";"";"G";"";"N";"CUVE"
"6260";"LANDOT DIVERS";"6";"";"G";"";"N";"CUVE"
"6265";"LANDAL N";"2";"";"G";"";"N";"CUVE"
"6270";"LANDOT DIVERS B";"1";"";"G";"";"N";"CUVE"
"6280";"LANDOT DIVERS N";"2";"";"G";"";"N";"CUVE"
"6300";"MALEGUE DIVERS";"6";"";"G";"";"N";"CUVE"
"6305";"MALEGUE DIV. B";"1";"";"G";"";"N";"CUVE"
"6310";"MALEGUE DIV. N";"2";"";"G";"";"N";"CUVE"
"6320";"MEYNIEU DIVERS";"6";"";"G";"";"N";"CUVE"
"6325";"MEYNIEU DIV. B";"1";"";"G";"";"N";"CUVE"
"6330";"MEYNIEU DIV. N";"2";"";"G";"";"N";"CUVE"
"6340";"OBERLIN DIVERS";"6";"";"G";"";"N";"CUVE"
"6341";"OBERLIN N";"2";"";"G";"";"N";"CUVE"
"6345";"OBERLIN DIV. B";"1";"";"G";"";"N";"CUVE"
"6350";"OBERLIN DIV. N";"2";"";"G";"";"N";"CUVE"
"6360";"PERRATON DIVERS";"6";"";"G";"";"N";"CUVE"
"6365";"PERRATON DIV. B";"1";"";"G";"";"N";"CUVE"
"6370";"PERRATON DIV. N";"2";"";"G";"";"N";"CUVE"
"6380";"RAVAT DIVERS";"6";"";"G";"";"N";"CUVE"
"6381";"RAVAT BLANC B";"1";"";"G";"";"N";"CUVE"
"6385";"RAVAT DIVERS B";"1";"";"G";"";"N";"CUVE"
"6390";"RAVAT DIVERS N";"2";"";"G";"";"N";"CUVE"
"6400";"VIDAL DIVERS";"6";"";"G";"";"N";"CUVE"
"6405";"VIDAL DIVERS B";"1";"";"G";"";"N";"CUVE"
"6410";"VIDAL DIVERS N";"2";"";"G";"";"N";"CUVE"
"6687";"SAINTON B";"1";"";"G";"";"N";"CUVE"
"6691";"RAMI B";"1";"";"G";"";"N";"CUVE"
"7000";"SEIBEL DIVERS";"6";"";"G";"";"N";"CUVE"
"7010";"SEIBEL DIV. B";"1";"";"G";"";"N";"CUVE"
"7020";"SEIBEL DIV. N";"2";"";"G";"";"N";"CUVE"
"7047";"RAYON D'OR B";"1";"";"G";"";"N";"CUVE"
"7071";"PLANTET N";"2";"";"G";"";"N";"CUVE"
"7115";"COLOBEL N";"2";"";"G";"";"N";"CUVE"
"7131";"SEINOIR N";"2";"";"G";"";"N";"CUVE"
"7143";"AMBROR B";"1";"";"G";"";"N";"CUVE"
"7153";"CHELOIS N";"2";"";"G";"";"N";"CUVE"
"7163";"RUBILANDE RS";"3";"";"G";"";"N";"CUVE"
"7193";"BELLANDAIS N";"2";"";"G";"";"N";"CUVE"
"8000";"SEYVE VILLARD D.";"6";"";"G";"";"N";"CUVE"
"8010";"SEYVE VIL.DIV.B";"1";"";"G";"";"N";"CUVE"
"8013";"SEYVAL B";"1";"";"G";"";"N";"CUVE"
"8020";"SEYVE VIL.DIV.N";"2";"";"G";"";"N";"CUVE"
"8027";"ROUCANEUF RS";"3";"";"G";"";"N";"CUVE"
"8043";"VILLARD BLANC B";"1";"";"G";"";"N";"CUVE"
"8077";"GARONNET N";"2";"";"G";"";"N";"CUVE"
"8083";"VILLARD NOIR N";"2";"";"G";"";"N";"CUVE"
"8101";"VALERIEN B";"1";"";"G";"";"N";"CUVE"
"8111";"VAROUSSET N";"2";"";"G";"";"N";"CUVE"
"8997";"BI-CEPAGES";"";"";"";"";"";""
"8994";"COLOMBARD-CHARDONNAY";"";"";"";"";"";""
"8995";"COLOMBARD-SAUVIGNON";"";"";"";"";"";""
"8996";"COLOMBARD-UGNI BLANC";"";"";"";"";"";""
"8998";"TRI-CEPAGES";"";"";"";"";"";""
"8999";"CUVE INDETERMINE";"6";"";"G";"";"N";"CUVE"
"9000";"COLLECTION PG";"6";"";"PG";"";"N";""
"9901";"RUPESTRIS DU LOT";"";"";"PG";"";"N";""
"9902";"3309 COUDERC";"";"";"PG";"";"N";""
"9903";"41 B MGT.";"";"";"PG";"";"N";""
"9904";"161-49 COUDERC";"";"";"PG";"";"N";""
"9905";"5 B B.";"";"";"PG";"";"N";""
"9906";"RIP.GL.MONTPELL.";"";"";"PG";"";"N";""
"9907";"99 RICHTER";"";"";"PG";"";"N";""
"9908";"44-53 MALEGUE";"";"";"PG";"";"N";""
"9909";"110 RICHTER";"";"";"PG";"";"N";""
"9910";"420 A MGT.";"";"";"PG";"";"N";""
"9911";"101-14 MGT.";"";"";"PG";"";"N";""
"9912";"VIALLA";"";"";"PG";"";"N";""
"9913";"S.O.4";"";"";"PG";"";"N";""
"9915";"1616 COUDERC";"";"";"PG";"";"N";""
"9917";"333 E.M.";"";"";"PG";"";"N";""
"9919";"216-3 CASTEL";"";"";"PG";"";"N";""
"9922";"TELEKI 8 B";"";"";"PG";"";"N";""
"9926";"196-17 CASTEL";"";"";"PG";"";"N";""
"9927";"34 E.M.";"";"";"PG";"";"N";""
"9928";"KOBER 125 AA";"";"";"PG";"";"N";""
"9929";"NEMADEX AB";"";"21/01/2011 15:28:24";"PG";"";"";""
"9930";"4010 CASTEL";"";"";"PG";"";"N";""
"9932";"FERCAL";"";"";"PG";"";"N";""
"9934";"GRAVESAC";"";"";"PG";"";"N";""
"9945";"GREZOT 1";"";"";"PG";"";"N";""
"9950";"140 RUGGERI";"";"";"PG";"";"N";""
"9952";"1103 PAULSEN";"";"";"PG";"";"N";""
"9953";"1447 PAULSEN";"";"";"PG";"";"N";""
"9954";"BERLAND.COL.NO 2";"";"";"PG";"";"N";""
"9958";"TELEKI 5 C";"";"";"PG";"";"N";""
"9982";"R.S.B.1";"";"";"PG";"";"N";""
"9985";"BINOVA";"";"";"PG";"";"N";""
"9986";"BORNER";"";"";"PG";"";"N";""
"9990";"NOAH B";"1";"";"G";"";"N";"CUVE"
"9991";"OTHELLO N";"2";"";"G";"";"N";"CUVE"
"9992";"ISABELLE N";"2";"";"G";"";"N";"CUVE"
"9993";"JACQUEZ N";"2";"";"G";"";"N";"CUVE"
"9994";"CLINTON N";"2";"";"G";"";"N";"CUVE"
"9995";"HERBEMONT N";"2";"";"G";"";"N";"CUVE"
"9998";"PLANTIERS NON GREF";"";"";"PG";"";"N";""
