CERTIFICATION,GENRE,APPELLATION,MENTION,LIEU,COULEUR,CEPAGE,LIBELLE_PRODUIT,IDENTIFIANT INAO
AOC,,AOC Alsace Grand Cru,,Praelatenberg,,Muscat,AOC Alsace Grand Cru Praelatenberg Muscat,1B033S 2
AOC,,AOC Alsace Grand Cru,,Praelatenberg,,Gewurztraminer,AOC Alsace Grand Cru Praelatenberg Gewurztraminer,1B033S 1
AOC,,AOC Alsace Grand Cru,,Schoenenbourg,,Riesling,AOC Alsace Grand Cru Schoenenbourg Riesling,1B038S 4
AOC,,AOC Alsace Grand Cru,,Schoenenbourg,,Pinot Gris,AOC Alsace Grand Cru Schoenenbourg Pinot Gris,1B038S 3
AOC,,AOC Alsace Grand Cru,,Schoenenbourg,,Muscat,AOC Alsace Grand Cru Schoenenbourg Muscat,1B038S 2
AOC,,AOC Alsace Grand Cru,,Schoenenbourg,,Gewurztraminer,AOC Alsace Grand Cru Schoenenbourg Gewurztraminer,1B038S 1
AOC,,AOC Alsace Grand Cru,,Sporen,,Riesling,AOC Alsace Grand Cru Sporen Riesling,1B042S 4
AOC,,AOC Alsace Grand Cru,,Sporen,,Pinot Gris,AOC Alsace Grand Cru Sporen Pinot Gris,1B042S 3
AOC,,AOC Alsace Grand Cru,,Sporen,,Muscat,AOC Alsace Grand Cru Sporen Muscat,1B042S 2
AOC,,AOC Alsace Grand Cru,,Sporen,,Gewurztraminer,AOC Alsace Grand Cru Sporen Gewurztraminer,1B042S 1
AOC,,AOC Alsace Grand Cru,,Steinert,,Riesling,AOC Alsace Grand Cru Steinert Riesling,1B043S 4
AOC,,AOC Alsace Grand Cru,,Steinert,,Pinot Gris,AOC Alsace Grand Cru Steinert Pinot Gris,1B043S 3
AOC,,AOC Alsace Grand Cru,,Steinert,,Muscat,AOC Alsace Grand Cru Steinert Muscat,1B043S 2
AOC,,AOC Alsace Grand Cru,,Steinert,,Gewurztraminer,AOC Alsace Grand Cru Steinert Gewurztraminer,1B043S 1
AOC,,AOC Alsace Grand Cru,,Steingrubler,,Riesling,AOC Alsace Grand Cru Steingrubler Riesling,1B044S 4
AOC,,AOC Alsace Grand Cru,,Steingrubler,,Pinot Gris,AOC Alsace Grand Cru Steingrubler Pinot Gris,1B044S 3
AOC,,AOC Alsace Grand Cru,,Steingrubler,,Muscat,AOC Alsace Grand Cru Steingrubler Muscat,1B044S 2
AOC,,AOC Alsace Grand Cru,,Steingrubler,,Gewurztraminer,AOC Alsace Grand Cru Steingrubler Gewurztraminer,1B044S 1
AOC,,AOC Alsace Grand Cru,,Steinklotz,,Riesling,AOC Alsace Grand Cru Steinklotz Riesling,1B045S 4
AOC,,AOC Alsace Grand Cru,,Steinklotz,,Pinot Gris,AOC Alsace Grand Cru Steinklotz Pinot Gris,1B045S 3
AOC,,AOC Alsace Grand Cru,,Steinklotz,,Muscat,AOC Alsace Grand Cru Steinklotz Muscat,1B045S 2
AOC,,AOC Alsace Grand Cru,,Steinklotz,,Gewurztraminer,AOC Alsace Grand Cru Steinklotz Gewurztraminer,1B045S 1
AOC,,AOC Alsace Grand Cru,,Vorbourg,,Riesling,AOC Alsace Grand Cru Vorbourg Riesling,1B046S 4
AOC,,AOC Alsace Grand Cru,,Vorbourg,,Pinot Gris,AOC Alsace Grand Cru Vorbourg Pinot Gris,1B046S 3
AOC,,AOC Alsace Grand Cru,,Vorbourg,,Muscat,AOC Alsace Grand Cru Vorbourg Muscat,1B046S 2
AOC,,AOC Alsace Grand Cru,,Vorbourg,,Gewurztraminer,AOC Alsace Grand Cru Vorbourg Gewurztraminer,1B046S 1
AOC,,AOC Alsace Grand Cru,,Wineck-Schlossberg,,Riesling,AOC Alsace Grand Cru Wineck-Schlossberg Riesling,1B048S 4
AOC,,AOC Alsace Grand Cru,,Wineck-Schlossberg,,Pinot Gris,AOC Alsace Grand Cru Wineck-Schlossberg Pinot Gris,1B048S 3
AOC,,AOC Alsace Grand Cru,,Wineck-Schlossberg,,Muscat,AOC Alsace Grand Cru Wineck-Schlossberg Muscat,1B048S 2
AOC,,AOC Alsace Grand Cru,,Wineck-Schlossberg,,Gewurztraminer,AOC Alsace Grand Cru Wineck-Schlossberg Gewurztraminer,1B048S 1
AOC,,AOC Alsace Grand Cru,,Winzenberg,,Riesling,AOC Alsace Grand Cru Winzenberg Riesling,1B049S 4
AOC,,AOC Alsace Grand Cru,,Winzenberg,,Pinot Gris,AOC Alsace Grand Cru Winzenberg Pinot Gris,1B049S 3
AOC,,AOC Alsace Grand Cru,,Winzenberg,,Muscat,AOC Alsace Grand Cru Winzenberg Muscat,1B049S 2
AOC,,AOC Alsace Grand Cru,,Winzenberg,,Gewurztraminer,AOC Alsace Grand Cru Winzenberg Gewurztraminer,1B049S 1
AOC,,AOC Alsace Grand Cru,,Zinnkoepflé,,Riesling,AOC Alsace Grand Cru Zinnkoepflé Riesling,1B050S 4
AOC,,AOC Alsace Grand Cru,,Zinnkoepflé,,Pinot Gris,AOC Alsace Grand Cru Zinnkoepflé Pinot Gris,1B050S 3
AOC,,AOC Alsace Grand Cru,,Zinnkoepflé,,Muscat,AOC Alsace Grand Cru Zinnkoepflé Muscat,1B050S 2
AOC,,AOC Alsace Grand Cru,,Zinnkoepflé,,Gewurztraminer,AOC Alsace Grand Cru Zinnkoepflé Gewurztraminer,1B050S 1
AOC,,AOC Alsace Grand Cru,,Zotzenberg,,Sylvaner,AOC Alsace Grand Cru Zotzenberg Sylvaner,1B051S 8
AOC,,AOC Alsace Grand Cru,,Zotzenberg,,Riesling,AOC Alsace Grand Cru Zotzenberg Riesling,1B051S 4
AOC,,AOC Alsace Grand Cru,,Zotzenberg,,Pinot Gris,AOC Alsace Grand Cru Zotzenberg Pinot Gris,1B051S 3
AOC,,AOC Alsace Grand Cru,,Zotzenberg,,Gewurztraminer,AOC Alsace Grand Cru Zotzenberg Gewurztraminer,1B051S 1
AOC,,AOC Alsace Grand Cru,,Furstentum,,Riesling,AOC Alsace Grand Cru Furstentum Riesling,1B012S 4
AOC,,AOC Alsace Grand Cru,,Furstentum,,Pinot Gris,AOC Alsace Grand Cru Furstentum Pinot Gris,1B012S 3
AOC,,AOC Alsace Grand Cru,,Furstentum,,Muscat,AOC Alsace Grand Cru Furstentum Muscat,1B012S 2
AOC,,AOC Alsace Grand Cru,,Furstentum,,Gewurztraminer,AOC Alsace Grand Cru Furstentum Gewurztraminer,1B012S 1
AOC,,AOC Alsace Grand Cru,,Bruderthal,,Riesling,AOC Alsace Grand Cru Bruderthal Riesling,1B006S 4
AOC,,AOC Alsace Grand Cru,,Bruderthal,,Pinot Gris,AOC Alsace Grand Cru Bruderthal Pinot Gris,1B006S 3
AOC,,AOC Alsace Grand Cru,,Bruderthal,,Muscat,AOC Alsace Grand Cru Bruderthal Muscat,1B006S 2
AOC,,AOC Alsace Grand Cru,,Bruderthal,,Gewurztraminer,AOC Alsace Grand Cru Bruderthal Gewurztraminer,1B006S 1
AOC,,AOC Alsace Grand Cru,,Florimont,,Riesling,AOC Alsace Grand Cru Florimont Riesling,1B009S 4
AOC,,AOC Alsace Grand Cru,,Florimont,,Pinot Gris,AOC Alsace Grand Cru Florimont Pinot Gris,1B009S 3
AOC,,AOC Alsace Grand Cru,,Florimont,,Muscat,AOC Alsace Grand Cru Florimont Muscat,1B009S 2
AOC,,AOC Alsace Grand Cru,,Florimont,,Gewurztraminer,AOC Alsace Grand Cru Florimont Gewurztraminer,1B009S 1
AOC,,AOC Alsace Grand Cru,,Kaefferkopf,,Assemblage,AOC Alsace Grand Cru Kaefferkopf Assemblage,1B053S 9
AOC,,AOC Alsace Grand Cru,,Kaefferkopf,,Riesling,AOC Alsace Grand Cru Kaefferkopf Riesling,1B053S 4
AOC,,AOC Alsace Grand Cru,,Kaefferkopf,,Pinot Gris,AOC Alsace Grand Cru Kaefferkopf Pinot Gris,1B053S 3
AOC,,AOC Alsace Grand Cru,,Kaefferkopf,,Gewurztraminer,AOC Alsace Grand Cru Kaefferkopf Gewurztraminer,1B053S 1
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergbieten,,Riesling,AOC Alsace Grand Cru Altenberg de Bergbieten Riesling,1B002S 4
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergbieten,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Bergbieten Pinot Gris,1B002S 3
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergbieten,,Muscat,AOC Alsace Grand Cru Altenberg de Bergbieten Muscat,1B002S 2
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergbieten,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Bergbieten Gewurztraminer,1B002S 1
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergheim,,Assemblage,AOC Alsace Grand Cru Altenberg de Bergheim Assemblage,1B003S 9
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergheim,,Riesling,AOC Alsace Grand Cru Altenberg de Bergheim Riesling,1B003S 4
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergheim,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Bergheim Pinot Gris,1B003S 3
AOC,,AOC Alsace Grand Cru,,Altenberg de Bergheim,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Bergheim Gewurztraminer,1B003S 1
AOC,,AOC Alsace Grand Cru,,Brand,,Riesling,AOC Alsace Grand Cru Brand Riesling,1B005S 4
AOC,,AOC Alsace Grand Cru,,Brand,,Pinot Gris,AOC Alsace Grand Cru Brand Pinot Gris,1B005S 3
AOC,,AOC Alsace Grand Cru,,Brand,,Muscat,AOC Alsace Grand Cru Brand Muscat,1B005S 2
AOC,,AOC Alsace Grand Cru,,Brand,,Gewurztraminer,AOC Alsace Grand Cru Brand Gewurztraminer,1B005S 1
AOC,,AOC Alsace Grand Cru,,Eichberg,,Riesling,AOC Alsace Grand Cru Eichberg Riesling,1B007S 4
AOC,,AOC Alsace Grand Cru,,Eichberg,,Pinot Gris,AOC Alsace Grand Cru Eichberg Pinot Gris,1B007S 3
AOC,,AOC Alsace Grand Cru,,Eichberg,,Muscat,AOC Alsace Grand Cru Eichberg Muscat,1B007S 2
AOC,,AOC Alsace Grand Cru,,Eichberg,,Gewurztraminer,AOC Alsace Grand Cru Eichberg Gewurztraminer,1B007S 1
AOC,,AOC Alsace Grand Cru,,Geisberg,,Riesling,AOC Alsace Grand Cru Geisberg Riesling,1B013S 4
AOC,,AOC Alsace Grand Cru,,Geisberg,,Pinot Gris,AOC Alsace Grand Cru Geisberg Pinot Gris,1B013S 3
AOC,,AOC Alsace Grand Cru,,Geisberg,,Muscat,AOC Alsace Grand Cru Geisberg Muscat,1B013S 2
AOC,,AOC Alsace Grand Cru,,Geisberg,,Gewurztraminer,AOC Alsace Grand Cru Geisberg Gewurztraminer,1B013S 1
AOC,,AOC Alsace Grand Cru,,Gloeckelberg,,Riesling,AOC Alsace Grand Cru Gloeckelberg Riesling,1B014S 4
AOC,,AOC Alsace Grand Cru,,Gloeckelberg,,Pinot Gris,AOC Alsace Grand Cru Gloeckelberg Pinot Gris,1B014S 3
AOC,,AOC Alsace Grand Cru,,Gloeckelberg,,Muscat,AOC Alsace Grand Cru Gloeckelberg Muscat,1B014S 2
AOC,,AOC Alsace Grand Cru,,Gloeckelberg,,Gewurztraminer,AOC Alsace Grand Cru Gloeckelberg Gewurztraminer,1B014S 1
AOC,,AOC Alsace Grand Cru,,Goldert,,Riesling,AOC Alsace Grand Cru Goldert Riesling,1B015S 4
AOC,,AOC Alsace Grand Cru,,Goldert,,Pinot Gris,AOC Alsace Grand Cru Goldert Pinot Gris,1B015S 3
AOC,,AOC Alsace Grand Cru,,Goldert,,Muscat,AOC Alsace Grand Cru Goldert Muscat,1B015S 2
AOC,,AOC Alsace Grand Cru,,Goldert,,Gewurztraminer,AOC Alsace Grand Cru Goldert Gewurztraminer,1B015S 1
AOC,,AOC Alsace Grand Cru,,Hatschbourg,,Riesling,AOC Alsace Grand Cru Hatschbourg Riesling,1B016S 4
AOC,,AOC Alsace Grand Cru,,Hatschbourg,,Pinot Gris,AOC Alsace Grand Cru Hatschbourg Pinot Gris,1B016S 3
AOC,,AOC Alsace Grand Cru,,Hatschbourg,,Muscat,AOC Alsace Grand Cru Hatschbourg Muscat,1B016S 2
AOC,,AOC Alsace Grand Cru,,Hatschbourg,,Gewurztraminer,AOC Alsace Grand Cru Hatschbourg Gewurztraminer,1B016S 1
AOC,,AOC Alsace Grand Cru,,Hengst,,Riesling,AOC Alsace Grand Cru Hengst Riesling,1B017S 4
AOC,,AOC Alsace Grand Cru,,Hengst,,Pinot Gris,AOC Alsace Grand Cru Hengst Pinot Gris,1B017S 3
AOC,,AOC Alsace Grand Cru,,Hengst,,Muscat,AOC Alsace Grand Cru Hengst Muscat,1B017S 2
AOC,,AOC Alsace Grand Cru,,Hengst,,Gewurztraminer,AOC Alsace Grand Cru Hengst Gewurztraminer,1B017S 1
AOC,,AOC Alsace Grand Cru,VT,Kanzlerberg,,Riesling,AOC Alsace Grand Cru Kanzlerberg Riesling VT,1B018D14
AOC,,AOC Alsace Grand Cru,VT,Kanzlerberg,,Pinot Gris,AOC Alsace Grand Cru Kanzlerberg Pinot Gris VT,1B018D13
AOC,,AOC Alsace Grand Cru,VT,Kanzlerberg,,Muscat,AOC Alsace Grand Cru Kanzlerberg Muscat VT,1B018D12
AOC,,AOC Alsace Grand Cru,VT,Kanzlerberg,,Gewurztraminer,AOC Alsace Grand Cru Kanzlerberg Gewurztraminer VT,1B018D11
AOC,,AOC Alsace Grand Cru,VT,Kastelberg,,Riesling,AOC Alsace Grand Cru Kastelberg Riesling VT,1B019D14
AOC,,AOC Alsace Grand Cru,VT,Kastelberg,,Pinot Gris,AOC Alsace Grand Cru Kastelberg Pinot Gris VT,1B019D13
AOC,,AOC Alsace Grand Cru,VT,Kastelberg,,Muscat,AOC Alsace Grand Cru Kastelberg Muscat VT,1B019D12
AOC,,AOC Alsace Grand Cru,VT,Kastelberg,,Gewurztraminer,AOC Alsace Grand Cru Kastelberg Gewurztraminer VT,1B019D11
AOC,,AOC Alsace Grand Cru,VT,Kessler,,Riesling,AOC Alsace Grand Cru Kessler Riesling VT,1B020D14
AOC,,AOC Alsace Grand Cru,VT,Kessler,,Pinot Gris,AOC Alsace Grand Cru Kessler Pinot Gris VT,1B020D13
AOC,,AOC Alsace Grand Cru,VT,Kessler,,Muscat,AOC Alsace Grand Cru Kessler Muscat VT,1B020D12
AOC,,AOC Alsace Grand Cru,VT,Kessler,,Gewurztraminer,AOC Alsace Grand Cru Kessler Gewurztraminer VT,1B020D11
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Barr,,Riesling,AOC Alsace Grand Cru Kirchberg de Barr Riesling VT,1B021D14
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Barr,,Pinot Gris,AOC Alsace Grand Cru Kirchberg de Barr Pinot Gris VT,1B021D13
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Barr,,Muscat,AOC Alsace Grand Cru Kirchberg de Barr Muscat VT,1B021D12
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Barr,,Gewurztraminer,AOC Alsace Grand Cru Kirchberg de Barr Gewurztraminer VT,1B021D11
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Ribeauvillé,,Riesling,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Riesling VT,1B022D14
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Ribeauvillé,,Pinot Gris,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Pinot Gris VT,1B022D13
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Ribeauvillé,,Muscat,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Muscat VT,1B022D12
AOC,,AOC Alsace Grand Cru,VT,Kirchberg de Ribeauvillé,,Gewurztraminer,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Gewurztraminer VT,1B022D11
AOC,,AOC Alsace Grand Cru,VT,Kitterlé,,Riesling,AOC Alsace Grand Cru Kitterlé Riesling VT,1B023D14
AOC,,AOC Alsace Grand Cru,VT,Kitterlé,,Pinot Gris,AOC Alsace Grand Cru Kitterlé Pinot Gris VT,1B023D13
AOC,,AOC Alsace Grand Cru,VT,Kitterlé,,Muscat,AOC Alsace Grand Cru Kitterlé Muscat VT,1B023D12
AOC,,AOC Alsace Grand Cru,VT,Kitterlé,,Gewurztraminer,AOC Alsace Grand Cru Kitterlé Gewurztraminer VT,1B023D11
AOC,,AOC Alsace Grand Cru,VT,Moenchberg,,Riesling,AOC Alsace Grand Cru Moenchberg Riesling VT,1B027D14
AOC,,AOC Alsace Grand Cru,VT,Moenchberg,,Pinot Gris,AOC Alsace Grand Cru Moenchberg Pinot Gris VT,1B027D13
AOC,,AOC Alsace Grand Cru,VT,Moenchberg,,Muscat,AOC Alsace Grand Cru Moenchberg Muscat VT,1B027D12
AOC,,AOC Alsace Grand Cru,VT,Moenchberg,,Gewurztraminer,AOC Alsace Grand Cru Moenchberg Gewurztraminer VT,1B027D11
AOC,,AOC Alsace Grand Cru,VT,Ollwiller,,Riesling,AOC Alsace Grand Cru Ollwiller Riesling VT,1B029D14
AOC,,AOC Alsace Grand Cru,VT,Ollwiller,,Pinot Gris,AOC Alsace Grand Cru Ollwiller Pinot Gris VT,1B029D13
AOC,,AOC Alsace Grand Cru,VT,Ollwiller,,Muscat,AOC Alsace Grand Cru Ollwiller Muscat VT,1B029D12
AOC,,AOC Alsace Grand Cru,VT,Ollwiller,,Gewurztraminer,AOC Alsace Grand Cru Ollwiller Gewurztraminer VT,1B029D11
AOC,,AOC Alsace Grand Cru,VT,Rangen,,Riesling,AOC Alsace Grand Cru Rangen Riesling VT,1B034D14
AOC,,AOC Alsace Grand Cru,VT,Rangen,,Pinot Gris,AOC Alsace Grand Cru Rangen Pinot Gris VT,1B034D13
AOC,,AOC Alsace Grand Cru,VT,Rangen,,Muscat,AOC Alsace Grand Cru Rangen Muscat VT,1B034D12
AOC,,AOC Alsace Grand Cru,VT,Rangen,,Gewurztraminer,AOC Alsace Grand Cru Rangen Gewurztraminer VT,1B034D11
AOC,,AOC Alsace Grand Cru,VT,Rosacker,,Riesling,AOC Alsace Grand Cru Rosacker Riesling VT,1B035D14
AOC,,AOC Alsace Grand Cru,VT,Rosacker,,Pinot Gris,AOC Alsace Grand Cru Rosacker Pinot Gris VT,1B035D13
AOC,,AOC Alsace Grand Cru,VT,Rosacker,,Muscat,AOC Alsace Grand Cru Rosacker Muscat VT,1B035D12
AOC,,AOC Alsace Grand Cru,VT,Rosacker,,Gewurztraminer,AOC Alsace Grand Cru Rosacker Gewurztraminer VT,1B035D11
AOC,,AOC Alsace Grand Cru,VT,Saering,,Riesling,AOC Alsace Grand Cru Saering Riesling VT,1B036D14
AOC,,AOC Alsace Grand Cru,VT,Saering,,Pinot Gris,AOC Alsace Grand Cru Saering Pinot Gris VT,1B036D13
AOC,,AOC Alsace Grand Cru,VT,Saering,,Muscat,AOC Alsace Grand Cru Saering Muscat VT,1B036D12
AOC,,AOC Alsace Grand Cru,VT,Saering,,Gewurztraminer,AOC Alsace Grand Cru Saering Gewurztraminer VT,1B036D11
AOC,,AOC Alsace Grand Cru,VT,Schlossberg,,Riesling,AOC Alsace Grand Cru Schlossberg Riesling VT,1B037D14
AOC,,AOC Alsace Grand Cru,VT,Schlossberg,,Pinot Gris,AOC Alsace Grand Cru Schlossberg Pinot Gris VT,1B037D13
AOC,,AOC Alsace Grand Cru,VT,Schlossberg,,Muscat,AOC Alsace Grand Cru Schlossberg Muscat VT,1B037D12
AOC,,AOC Alsace Grand Cru,VT,Schlossberg,,Gewurztraminer,AOC Alsace Grand Cru Schlossberg Gewurztraminer VT,1B037D11
AOC,,AOC Alsace Grand Cru,VT,Sommerberg,,Riesling,AOC Alsace Grand Cru Sommerberg Riesling VT,1B039D14
AOC,,AOC Alsace Grand Cru,VT,Sommerberg,,Pinot Gris,AOC Alsace Grand Cru Sommerberg Pinot Gris VT,1B039D13
AOC,,AOC Alsace Grand Cru,VT,Sommerberg,,Muscat,AOC Alsace Grand Cru Sommerberg Muscat VT,1B039D12
AOC,,AOC Alsace Grand Cru,VT,Sommerberg,,Gewurztraminer,AOC Alsace Grand Cru Sommerberg Gewurztraminer VT,1B039D11
AOC,,AOC Alsace Grand Cru,VT,Sonnenglanz,,Riesling,AOC Alsace Grand Cru Sonnenglanz Riesling VT,1B040D14
AOC,,AOC Alsace Grand Cru,VT,Sonnenglanz,,Pinot Gris,AOC Alsace Grand Cru Sonnenglanz Pinot Gris VT,1B040D13
AOC,,AOC Alsace Grand Cru,VT,Sonnenglanz,,Muscat,AOC Alsace Grand Cru Sonnenglanz Muscat VT,1B040D12
AOC,,AOC Alsace Grand Cru,VT,Sonnenglanz,,Gewurztraminer,AOC Alsace Grand Cru Sonnenglanz Gewurztraminer VT,1B040D11
AOC,,AOC Alsace Grand Cru,VT,Spiegel,,Riesling,AOC Alsace Grand Cru Spiegel Riesling VT,1B041D14
AOC,,AOC Alsace Grand Cru,VT,Spiegel,,Pinot Gris,AOC Alsace Grand Cru Spiegel Pinot Gris VT,1B041D13
AOC,,AOC Alsace Grand Cru,VT,Spiegel,,Muscat,AOC Alsace Grand Cru Spiegel Muscat VT,1B041D12
AOC,,AOC Alsace Grand Cru,VT,Spiegel,,Gewurztraminer,AOC Alsace Grand Cru Spiegel Gewurztraminer VT,1B041D11
AOC,,AOC Alsace Grand Cru,VT,Wiebelsberg,,Riesling,AOC Alsace Grand Cru Wiebelsberg Riesling VT,1B047D14
AOC,,AOC Alsace Grand Cru,VT,Wiebelsberg,,Pinot Gris,AOC Alsace Grand Cru Wiebelsberg Pinot Gris VT,1B047D13
AOC,,AOC Alsace Grand Cru,VT,Wiebelsberg,,Muscat,AOC Alsace Grand Cru Wiebelsberg Muscat VT,1B047D12
AOC,,AOC Alsace Grand Cru,VT,Wiebelsberg,,Gewurztraminer,AOC Alsace Grand Cru Wiebelsberg Gewurztraminer VT,1B047D11
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Wolxheim,,Riesling,AOC Alsace Grand Cru Altenberg de Wolxheim Riesling VT,1B004D14
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Wolxheim,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Wolxheim Pinot Gris VT,1B004D13
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Wolxheim,,Muscat,AOC Alsace Grand Cru Altenberg de Wolxheim Muscat VT,1B004D12
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Wolxheim,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Wolxheim Gewurztraminer VT,1B004D11
AOC,,AOC Alsace Grand Cru,VT,Engelberg,,Riesling,AOC Alsace Grand Cru Engelberg Riesling VT,1B008D14
AOC,,AOC Alsace Grand Cru,VT,Engelberg,,Pinot Gris,AOC Alsace Grand Cru Engelberg Pinot Gris VT,1B008D13
AOC,,AOC Alsace Grand Cru,VT,Engelberg,,Muscat,AOC Alsace Grand Cru Engelberg Muscat VT,1B008D12
AOC,,AOC Alsace Grand Cru,VT,Engelberg,,Gewurztraminer,AOC Alsace Grand Cru Engelberg Gewurztraminer VT,1B008D11
AOC,,AOC Alsace Grand Cru,VT,Frankstein,,Riesling,AOC Alsace Grand Cru Frankstein Riesling VT,1B010D14
AOC,,AOC Alsace Grand Cru,VT,Frankstein,,Pinot Gris,AOC Alsace Grand Cru Frankstein Pinot Gris VT,1B010D13
AOC,,AOC Alsace Grand Cru,VT,Frankstein,,Muscat,AOC Alsace Grand Cru Frankstein Muscat VT,1B010D12
AOC,,AOC Alsace Grand Cru,VT,Frankstein,,Gewurztraminer,AOC Alsace Grand Cru Frankstein Gewurztraminer VT,1B010D11
AOC,,AOC Alsace Grand Cru,VT,Froehn,,Riesling,AOC Alsace Grand Cru Froehn Riesling VT,1B011D14
AOC,,AOC Alsace Grand Cru,VT,Froehn,,Pinot Gris,AOC Alsace Grand Cru Froehn Pinot Gris VT,1B011D13
AOC,,AOC Alsace Grand Cru,VT,Froehn,,Muscat,AOC Alsace Grand Cru Froehn Muscat VT,1B011D12
AOC,,AOC Alsace Grand Cru,VT,Froehn,,Gewurztraminer,AOC Alsace Grand Cru Froehn Gewurztraminer VT,1B011D11
AOC,,AOC Alsace Grand Cru,VT,Mambourg,,Riesling,AOC Alsace Grand Cru Mambourg Riesling VT,1B024D14
AOC,,AOC Alsace Grand Cru,VT,Mambourg,,Pinot Gris,AOC Alsace Grand Cru Mambourg Pinot Gris VT,1B024D13
AOC,,AOC Alsace Grand Cru,VT,Mambourg,,Muscat,AOC Alsace Grand Cru Mambourg Muscat VT,1B024D12
AOC,,AOC Alsace Grand Cru,VT,Mambourg,,Gewurztraminer,AOC Alsace Grand Cru Mambourg Gewurztraminer VT,1B024D11
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Riesling,AOC Alsace Grand Cru Mandelberg Riesling VT,1B025D14
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Pinot Gris,AOC Alsace Grand Cru Mandelberg Pinot Gris VT,1B025D13
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Muscat,AOC Alsace Grand Cru Mandelberg Muscat VT,1B025D12
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Gewurztraminer,AOC Alsace Grand Cru Mandelberg Gewurztraminer VT,1B025D11
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Riesling,AOC Alsace Grand Cru Marckrain Riesling VT,1B026D14
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Pinot Gris,AOC Alsace Grand Cru Marckrain Pinot Gris VT,1B026D13
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Muscat,AOC Alsace Grand Cru Marckrain Muscat VT,1B026D12
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Gewurztraminer,AOC Alsace Grand Cru Marckrain Gewurztraminer VT,1B026D11
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Riesling,AOC Alsace Grand Cru Muenchberg Riesling VT,1B028D14
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Pinot Gris,AOC Alsace Grand Cru Muenchberg Pinot Gris VT,1B028D13
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Muscat,AOC Alsace Grand Cru Muenchberg Muscat VT,1B028D12
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Gewurztraminer,AOC Alsace Grand Cru Muenchberg Gewurztraminer VT,1B028D11
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Riesling,AOC Alsace Grand Cru Osterberg Riesling VT,1B030D14
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Pinot Gris,AOC Alsace Grand Cru Osterberg Pinot Gris VT,1B030D13
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Muscat,AOC Alsace Grand Cru Osterberg Muscat VT,1B030D12
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Gewurztraminer,AOC Alsace Grand Cru Osterberg Gewurztraminer VT,1B030D11
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Riesling,AOC Alsace Grand Cru Pfersigberg Riesling VT,1B031D14
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Pinot Gris,AOC Alsace Grand Cru Pfersigberg Pinot Gris VT,1B031D13
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Muscat,AOC Alsace Grand Cru Pfersigberg Muscat VT,1B031D12
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Gewurztraminer,AOC Alsace Grand Cru Pfersigberg Gewurztraminer VT,1B031D11
AOC,,AOC Alsace Grand Cru,VT,Pfingstberg,,Riesling,AOC Alsace Grand Cru Pfingstberg Riesling VT,1B032D14
