#interpro;categorie_libelle;categorie_code;genre_libelle;genre_code;denomination_libelle;denomination_code;mention_libelle;mention_code;lieu_libelle;lieu_code;couleur_libelle;couleur_code;cepage_libelle;cepage_code;departements;douane_code;douane_libelle;douane_taxe;douane_date;douane_noeud;cvo_taxe;cvo_date;cvo_noeud;repli_entree;repli_sorti;declassement_entree;declassement_sorti;densite;labels;code_produit;code_produit_noeud;code_analytique;code_comptable_noeud;code_douane;code_douane_noeud;alias_produit;format_libelle_noeud;format_libelle_noeud
inter-loire;AOC;AOC_INTERLOIRE/AOC;;TRANQ;Touraine;TOU;;;Oisly;OIS;Blanc;3;Sauvignon Blanc;SAUB;;L387;Vins Tranquilles;3,75;2015-08-01;G;4;;A;;;;;;;641;cepage;9640;cepage;1B704S;cepage;;%g% %a% %l% %m%;certification
inter-loire;AOC;AOC_INTERLOIRE/AOC;;TRANQ;Vouvray;VOU;;;;;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;G;4;;A;;;;;;;571;cepage;9570;cepage;1B226;cepage;;%g% %a% %l% %m%;certification
inter-loire;AOC;AOC_INTERLOIRE/AOC;Fines bulles;EFF;Vouvray;VOU;;;;;Blanc;3;;;;L385;Vins Mousseux;9,29;2015-08-01;G;4;;G;;;;;;;574;cepage;9570;cepage;1B226M;cepage;1B226P;%a% %g% %l% %co% %m%;genre
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009;;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009;;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009;;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Cheverny;CHY;;;;CHY;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1B231S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Cheverny;CHY;;;;CHY;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1S231S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Cheverny;CHY;;;;CHY;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1R231S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Coteaux du Vendomois;CTXV;;;;VDM;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1B218S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Coteaux du Vendomois;CTXV;;;;VDM;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1S218S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Coteaux du Vendomois;CTXV;;;;VDM;Rosé;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1R218S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Cour-Cheverny;CCHY;;;;CHY;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1B232S  ;;;%g% %a% %l% %m%;appellation
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Haut-Poitou;HPT;;;;;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1B713S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Haut-Poitou;HPT;;;;;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1S713S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Haut-Poitou;HPT;;;;;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1R713S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Valençay;VLY;;;;;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1B233S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Valençay;VLY;;;;;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1S233S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Valençay;VLY;;;;;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;1R233S  ;;;%g% %a% %l% %co% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Pinot gris;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 AA; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Sauvignon blanc;SAU;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 AE; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Sauvignon gris;SAU;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 AF; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Chardonnay;CHA;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 CA; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Chenin;CHE;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 CF; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Folle blanche;FBL;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 CL; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Grolleau gris;GRO;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 CU; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Melon;MEL;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 DK; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Blanc;3;Pinot blanc;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3B009 59; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Pinot noir;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 AB; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Cabernet franc ;CBF;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 BW; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Cabernet sauvignon ;CBS;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 BX; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Gamay noir;GAM;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 CM; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Grolleau noir;GRO;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 CT; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Cot;COT;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 CZ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Merlot;MERL;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 DE; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Abouriou;ABO;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 35; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rouge;1;Pineau d'Aunis;PINAU;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3R009 58; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Pinot noir;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 AB; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Egiodola;EGI;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 AT; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Cabernet franc;CBF;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 BW; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Cabernet sauvignon;CBS;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 BX; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Gamay noir;GAM;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 CM; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Grolleau noir;GRO;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 CT; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Cot ;COT;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 CZ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Merlot;MERL;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 DE; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Abouriou ;ABO;;L387;Vins Tranquilles;3,75;2015-08-01;C;0;2015-08-01;C;;;;;;;;;;;3S009 35; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;Val de Loire;VAL;;;;;Rosé;2;Pineau d'Aunis;PINAU;;L387;Vins Tranquilles;3,75;2015-08-01;C;0; ;C;;;;;;;;;;;3S009 58; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B582  ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Pinot gris;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B582 AA; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Sauvignon blanc;SAU;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B582 AE; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Chardonnay blanc;CHA;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B582 CA; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B582 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Pinot blanc;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B582 59; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R582   ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;Pinot noir;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R582 AB; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;Gamay;GAM;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R582 CM; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R582 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S582   ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;Pinot noir;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S582 AB; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;Gamay;GAM;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S582 CM; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S582 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583   ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Pinot gris;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583 AA; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Auxerrois;AUX;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583 AZ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Chardonnay blanc;CHA;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583 CA; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Melon blanc;MEL;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583 DK; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Pinot blanc;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3B583 59; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R583   ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;Pinot noir;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R583 AB; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;Gamay noir;GAM;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R583 CM; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3R583 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S583   ; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;Pinot noir;PIN;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S583 AB; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;Gamay noir;GAM;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S583 CM; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;Multi cépage;MULTI;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;2015-08-01;C;;;;;;;;;;;3S583 00; ;;%c% %g% %a% %l% %co% %ce% %m%;certification
inter-loire;Vins sans IG;VINSSIG;;TRANQ;;SIG;;;;;Blanc;3;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;;C;;;;;;;;;;;4B999   ; ;;%c% %a% %g% %l% %m%;certification
inter-loire;Vins sans IG;VINSSIG;Mousseux;EFF;;SIG;;;;;Blanc;3;;;;L385;Vins Mousseux;9,29;2015-08-01;C;-1;;C;;;;;;;;;;;4B999M  ; ;;%c% %a% %g% %l% %m%;certification
inter-loire;Vins sans IG;VINSSIG;;TRANQ;;SIG;;;;;Rouge;1;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;;C;;;;;;;;;;;4R999   ; ;;%c% %a% %g% %l% %m%;certification
inter-loire;Vins sans IG;VINSSIG;Mousseux;EFF;;SIG;;;;;Rouge;1;;;;L385;Vins Mousseux;9,29;2015-08-01;C;-1;;C;;;;;;;;;;;4R999M  ; ;;%c% %a% %g% %l% %m%;certification
inter-loire;Vins sans IG;VINSSIG;;TRANQ;;SIG;;;;;Rosé;2;;;;L387;Vins Tranquilles;3,75;2015-08-01;C;-1;;C;;;;;;;;;;;4S999   ; ;;%c% %a% %l% %g% %m%;certification
inter-loire;Vins sans IG;VINSSIG;Mousseux;EFF;;SIG;;;;;Rosé;2;;;;L385;Vins Mousseux;9,29;2015-08-01;C;-1;;C;;;;;;;;;;;4S999M  ; ;;%c% %a% %g% %l% %m%;certification
